,superkingdom,phylum,class,order,family,genus,species,tax_id,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24,barcode25,barcode26,barcode27,barcode28,barcode29,barcode30,barcode31,barcode32,barcode33,barcode34,barcode35,barcode36,barcode37,barcode38,barcode39,barcode40,barcode41,barcode42,barcode43,barcode44,barcode45,barcode46,barcode47,barcode48,barcode49,barcode50,barcode51,barcode52,barcode53,barcode54,barcode55,barcode56,barcode57,barcode58,barcode59,barcode60,barcode61,barcode62,barcode63,barcode64,barcode65,barcode66,barcode67,barcode68,barcode69,barcode70,barcode71,barcode72,barcode73,barcode74,barcode75,barcode76,barcode77,barcode78,barcode79,barcode80,barcode81,barcode82,barcode83,barcode84,barcode85,barcode86,barcode87,barcode88,barcode89,barcode90,barcode91,barcode92,barcode96
0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Mesobacillus,Mesobacillus subterraneus,285983,0.4268051732293189,0.4341942861333245,0.3718986030765977,0.1887140186888206,0.1884561497192903,0.3731445996430118,0.0507509068846338,0.45220114890015,0.3219704425265466,0.282776040189632,0.2253618150141282,0.3056550904260515,0.3677321753388017,0.4997143319818672,0.3560670286993762,0.1387778120523195,0.2266252288456073,0.3447712425121745,0.5257064766712575,0.505996815266616,0.4860507350026425,0.2666332555626411,0.4237270541825075,0.541560552231897,0.2554988693615707,0.2474842753195979,0.7319465850826969,0.4419851473722841,0.1813929757327805,0.1557766337446639,0.309723137851794,0.6319611108171866,0.4251309365974892,0.2566916893792328,0.4476671020644775,0.2555714429432182,0.3460269371842631,0.230413837866499,0.4570024745460535,0.1789666414945998,0.2740200496075464,0.482016880812748,0.3586727178645253,0.4842336751371738,0.207081758820017,0.3032372533280601,0.3246586988727806,0.1284270715563445,0.2749236859285976,0.2165113742000881,0.4885623487861859,0.2274835312058239,0.2438548073035563,0.4616042976518845,0.4268807192555979,0.3673732328725488,0.3411663297176664,0.4345789937630699,0.5562306312789523,0.3119407615549924,0.2680320634436844,0.5025232207599691,0.5958390958821306,0.3793658473723217,0.3595813221262615,0.3743588538307811,0.3681822494099744,0.3576700380196244,0.3017512983044775,0.2647728863934958,0.5302541253282216,0.257607582970795,0.0843125038484585,0.1250798920372039,0.2400845542490326,0.2259793481232013,0.2335578416706085,0.2512431512503979,0.4324638534329205,0.2645006806028252,0.4870623250856178,0.4557317975372709,0.4751474810670087,0.3421498322408021,0.3446655193673519,0.2874953075484591,0.3270340360115014,0.376353995781843,0.2325248568945351,0.5005587959313162,0.4722464707967046,0.4877020214659904,
1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Mesobacillus,Mesobacillus jeotgali,129985,0.0007578841814849,,,0.0005838060395376,,0.0004457286349832,,0.0003326571100423,0.0010068761218044,,0.0004218469685487,,,,,,,0.0003637453241628,0.0003640334284928,0.0002528325567888,,,0.0005784855702853,,0.0003741441769257,,0.0011684228824225,,,,0.0008022599610612,,,,,0.0004314015231421,,,,,0.0010632941285056,,,,,0.0005938955716443,0.0004442148513585,,,,0.0008839449078683,,0.0004058444675212,,,,,0.0005309601231621,0.0004346962884608,0.000632382955075,,,,,0.0003475359947224,0.0003712074693161,,,,,,,,,,,,,0.0007544779029,,,,0.0003017298384085,0.0006046509450689,0.0006769474108501,,,0.0002802571967496,,0.0004234630257341,,0.000701784083381,
2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Mesobacillus,Mesobacillus foraminis,279826,0.0285557914339216,0.0371028453696472,0.0366300262408564,0.0124734308875731,0.0190529344088724,0.0292272934001612,0.0028682270740991,0.0300264711579814,0.0199302650651718,0.0214507565365855,0.0158384944632357,0.0271207069942653,0.0269249090345148,0.0332459994037015,0.0245944387669574,0.0139739945363263,0.0166231984918703,0.0313332019324269,0.0369909923768115,0.026006025559193,0.020127870306817,0.0194494040401863,0.032241670457606,0.0187398223779877,0.026084029116944,0.0336486043027266,0.0219718553311894,0.0362224573882737,0.0136358371239518,0.0187683844741648,0.022809679777823,0.0271763546280362,0.0314283700849748,0.0187381042326911,0.0324126432696561,0.0181983089565713,0.0305536043497809,0.0243232094101473,0.0334197125558223,0.0190030859820336,0.0146558348187746,0.038174327791403,0.0268407258539497,0.0232678170358961,0.0181944285751499,0.0228092395225611,0.0236093674227239,0.0095994064078334,0.0174950984882842,0.0155879057939084,0.0254334939663558,0.0187127103927787,0.0197270215048067,0.0417082558443124,0.0286501805004152,0.0409330613626395,0.0230665053230224,0.0341263794617556,0.0312592970559531,0.0226239516535391,0.0211611566133182,0.0273165235206159,0.0250271938917925,0.0323632741128721,0.0220119291356266,0.0278864838729344,0.0244152506543177,0.0225425038291783,0.0189541274925195,0.0232362493212801,0.0386298086502872,0.022867053493348,0.0086279669302159,0.010200518784828,0.0153813088817661,0.0164980208122372,0.0269479713466152,0.0235030497713818,0.0285117651039062,0.0207972537240939,0.0283073472036177,0.031338493988706,0.0351746182796693,0.0301618998993143,0.024211265463106,0.0235680624799633,0.0251031991276821,0.030368621108763,0.0217215748204764,0.0354954173724923,0.0245019926207319,0.0278520930940372,
3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mediterraneensis,1805474,0.0013305100294928,0.0029152007195864,0.0044849407550366,0.0009689381246239,0.0009108038109362,0.0005967613707497,,0.0023723676156064,0.002037267187315,0.0013824721792089,0.0011502356024276,0.0012193424980096,0.0013863087975803,0.0038433093442413,0.0031918027437888,0.001109034733156,0.0024747784050715,0.0019873795920943,0.0015491765081024,0.0028170494861236,0.0025747562114035,0.0015555498795361,0.0027476714025168,0.0013707244352571,0.0017960531538213,0.0017123155138266,0.0007834457734431,0.0035131616945897,0.00127081029599,0.0034612605450021,0.0023594570920716,0.0018608023811089,0.0025299060461832,0.0014371157945642,0.0036337021435982,0.0006953546916866,0.0016861363174533,0.0017680744154399,0.0011467996185567,0.0020627056163021,0.0015798141100369,0.0018485796551933,0.0022012261748483,0.0025781605439743,0.0011911247799808,0.0010616407179013,0.0014665023070673,0.0014769450002524,0.0013147889042637,0.0017942918871079,0.0021776088922295,0.0012802005052937,0.0007401123032349,0.0059455186943284,0.0020310071540483,0.0018963115935136,0.001677617333308,0.0011881382636951,0.0007464328624306,0.0019497489815138,0.0013193282326575,0.002337008503032,0.0023889075009204,0.002187129178703,0.0017177026763647,0.0027402541233291,0.0019391507416971,0.001594360330357,0.0015462981959881,0.0014821741377196,0.0035132481566871,0.0011289516503922,0.0008349253592832,0.0007890813869846,,0.0014723573760106,0.0017123250236203,0.0023376187158968,0.0021230713958415,0.0013024311412592,0.0022065164969794,0.0043603493608757,0.0015669896280675,0.0021670617630056,0.0013126820010888,0.0018340500874369,0.0016486218266824,0.0014789824359939,0.0010731164345774,0.0014860988706513,0.0027368235287571,0.0014551294817834,
4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia sp. 1566,2499144,0.0008502425071664,0.0011492351680911,0.001755346901161,0.0018970395779727,0.0026591697596677,0.0004944324543662,0.0008382816881615,0.000724100465732,0.0013152621135717,0.001307506395227,0.0017321411780612,,0.001052215719727,0.0009445075186307,0.001408825788103,0.0019253708911526,0.0012972379095597,0.0015912845879034,0.00134691094647,0.0010626238568718,0.0012450098283505,0.0017725705061839,0.0010294297607422,0.000946106944673,0.0013781748318036,0.0010899852404075,0.001423187091881,0.0006943786357119,0.0044034242452668,0.0005689354877384,0.0014774482987793,0.0038624436042826,0.0010139607028867,,0.0003541865804522,0.0009862644169741,,,0.001343188358439,0.002579174761718,0.0012328046039559,0.0010569398466124,0.0009879864498012,0.000790713444638,0.0009035243416731,0.0042880530978939,0.0009652714439427,0.0030332647261903,0.0022758483396815,0.0009222985138077,0.0008157180845114,0.0018009018542503,0.0006951973422231,0.0005422608603241,0.0005957507982521,0.0007378748223618,0.0009848125957708,,0.0008479454833344,0.0027898079256897,0.002772692923675,0.0009232711902849,0.0014193289560825,,0.0011967136687953,0.0014643036899992,0.0016283701585628,0.0021416841060045,0.0015657712147359,0.0013735843783677,0.0007851231955373,0.0017893626050036,0.0053724997273866,0.0018407883364587,0.0013856901505055,0.0016573087341154,0.0017574049216271,,0.0005931451852256,0.0023277633407938,,,0.0004610838133644,0.0012552953897387,0.0018082210618938,0.0009968036197013,0.0026356693165103,0.0008737415349185,0.0021265791551003,,,0.0031434791286105,
5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillus niacini,86668,0.0271973207499912,0.0146686717838434,0.0307076543542469,0.0065554766793537,0.0116272802766651,0.0286424631650067,0.0005700382970308,0.0053478793411234,0.0166642642371587,0.0083089964440468,0.0266338879141062,0.0144718261826943,0.0371528320300298,0.0050787160975362,0.0128735427076334,0.00503400520224,0.0144974310547811,0.0120595138918984,0.005154895036052,0.0026257387869972,0.0122408692792135,0.0077846131185805,0.0289190663259476,0.0007133262502107,0.0063571119432776,0.0178438411610546,0.0015540468039996,0.0072354207023945,0.0147205961668337,0.0026481331845978,0.0105456292477497,0.0028770579640298,0.0240836208784951,0.0066970649358649,0.0023492938690963,0.0472901697241162,0.0078224871820069,0.001468535040088,0.0048421178648608,0.0063617281784454,0.0110939323920381,0.0114650394620365,0.0017901175407423,0.0015644434222148,0.0042084687280122,0.0324679784585878,0.0093752851547047,0.0031008231525349,0.0295213347149443,0.0036648647393236,0.0109433795818639,0.0046390836288078,0.0124821879535156,0.0081001586847907,0.0460010219628453,0.0277602317657846,0.0127158967640273,0.0409242816592411,0.0139911106664288,0.0155829217956446,0.009064527067608,0.0043649124787323,0.0009670949916784,0.02206481505748,0.0123270980224958,0.015434295394523,0.001032796498268,0.0151480105318354,0.0016760007261116,0.0061755099731691,0.0092738036341045,0.0156013538019277,0.0045904031769664,0.0047001039079374,0.0424627619772752,0.0392173555389007,0.022330374843562,0.0078169532068462,0.0102324226590367,0.0097585260965175,0.0021344318851993,0.0206101802814544,0.0118214804310402,0.0074999048862129,0.0052430278596618,0.0150670018710314,0.0086257554187922,0.0239751883237332,0.0052838926039348,0.0121025379228867,0.0047570901871896,0.0287596474635555,
6,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. S3,486398,0.0372054694890446,0.0583958116580241,0.051963395625049,0.0107537632402857,0.0523568435488778,0.031290514496575,0.0034212709583163,0.020811830260553,0.020357367897134,0.0257019947000439,0.0384997118322145,0.0251930092325827,0.062050554661373,0.0276751701132478,0.0658309756204673,0.0152636784401469,0.0248308747551887,0.0290725162504816,0.0171337715229566,0.0190801843058673,0.0541246362847168,0.0246332156313729,0.0667992409291226,0.0045031716886362,0.0301712478963455,0.0624098372879954,0.0076204699121171,0.0332442348929295,0.0343282820873999,0.0173589774098676,0.0232994615086248,0.0124101822047475,0.0513745049858845,0.0332005053096231,0.0211111356268075,0.0571928930001302,0.0644537573984904,0.0129257679860525,0.0149450770273632,0.0194903494499057,0.019614447721201,0.0549738577469336,0.0133610684790396,0.0067538489691471,0.0205820944516273,0.0513886261932587,0.0114833234160527,0.0168230350725756,0.0330829305135729,0.0197996990790694,0.0358110740834527,0.0130962502248824,0.0396704044784477,0.0447098038309924,0.0536256158836004,0.08476366739707,0.055451666990704,0.0840415857816697,0.0270173978221298,0.0393730182031157,0.0309471635642265,0.0175635595153162,0.0120154711230298,0.0508190588878454,0.0522012922129597,0.0436078389594435,0.0074606517721697,0.0251243570165811,0.0168836312803245,0.0278076316611608,0.0465368983918335,0.0725136728155928,0.0240683113122937,0.0150167339338022,0.040639759906585,0.0667381488300702,0.0306747448813425,0.0285725038620602,0.0510169016389928,0.0254803239326841,0.0100515383656485,0.1182917095042925,0.0422655032733662,0.0316568001447861,0.0168765818650637,0.0455414129277608,0.0184766333337538,0.0679849609072829,0.021036129453386,0.0354210622901093,0.0332143709083315,0.0516985572823952,
7,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Mesobacillus,Mesobacillus stamsii,225347,0.0016986080858905,0.000994635916553,0.0012395815390105,0.0009922166193071,0.0004583842359628,0.0005719383938482,,0.0013995112415395,0.0011967547210225,0.0009473509855749,0.0008660747610864,0.001283329910733,0.0006618743319456,0.0008802755383337,0.0030940107704615,0.0005717900480229,,0.0005595321271118,0.0006821338860558,0.0006205962276089,0.000628545188924,0.0005453161955138,0.0005647967774565,,0.0005247484244757,0.0007780216466736,0.0006498862809279,0.0004800412163217,0.0009774359011779,0.0004292478333225,0.0012215062310159,0.0013119508975161,0.0013231225079585,0.0013461199084671,0.0008779009456907,0.000889323026928,0.0011520388942856,0.0008234647386668,,0.000828405468068,0.0017329189460964,0.0007319525889409,0.0007759668457213,0.0006522950309513,,0.0009394488876441,0.0012605980428869,0.0006572786751136,0.0014474752765194,0.0004551913016914,0.0012019449036531,0.0005303456936985,0.000636636451645,0.0010566490398624,0.001130410774872,0.0004281172649857,0.0011193739236804,0.0006360270665523,0.0009256409919367,0.000687691950166,,0.001092930250914,0.0010080548008186,,0.0005743880496659,0.0007634284741263,0.0005829109749819,0.0009007641415715,0.0006611936976514,,0.0010339006866811,0.0005174198062225,,0.0008577961523479,0.0012299742763416,0.0008872288648881,0.000950546890275,0.0009258745172858,0.0015210845324083,0.0013785246373017,0.0007021603688013,0.0016208817954984,0.0006223227043998,0.0012407951216425,0.0007912566524978,0.0013586112657965,0.0012796916248932,0.0009486532482668,,0.0008380358503015,0.002083526471795,0.0005990281634849,
8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus circulans,1397,0.0028560051838017,0.0039698147998588,0.0027734607167951,0.0011491246332567,0.0083048117119206,0.0025672489877784,0.0065398726161412,0.0019832392478252,0.0011812804332924,0.0025301028989199,0.0025135845847103,0.0071107583910344,0.0030238744544274,0.0041593403248608,0.0044192364382147,0.0020872691027959,0.0028457539298465,0.0057998485077072,0.0020683565951882,0.0024179549957963,0.0026019850846732,0.0017199889034355,0.003545334741521,0.0027765109026944,0.0072603058878213,0.0067955000266458,0.0012431403818808,0.0021809979642449,0.0064437218558887,0.0028466321768174,0.0021124389570466,0.0012199502100532,0.0027182382541793,0.003578105147415,0.003800936720499,0.0041172052691607,0.0049062211203019,0.0044211390679444,0.001459642987803,0.0015902839279942,0.0013604593993073,0.0072663694146232,0.0035196264026798,0.0107341553990103,0.0028971204312387,0.0026282926940188,0.001634785309104,0.003616846212329,0.0042997830878252,0.001332296162469,0.0026326649215788,0.0029767411812451,0.0037835596086683,0.0050552574321438,0.0026203651675119,0.0068508244499257,0.0040853418614486,0.0095868473204522,0.0027054627529581,0.0020393497252067,0.004206911267073,0.0020447574214379,0.0020095496055299,0.0105672757319542,0.008752639340735,0.0067851009317394,0.0049280909169073,0.0029575783277563,0.0025749534541908,0.0028442347165347,0.0051504794715406,0.0078924378593041,0.0032789661265195,0.0057725921713793,0.0031180558406531,0.006135269085755,0.0086021681832176,0.0041338955909176,0.0037415698303269,0.0035801799557571,0.0145896783858271,0.0054569388516116,0.0047013193157615,0.0057097732976655,0.004358284366384,0.0026858469695833,0.004915349847973,0.0036408632050104,0.0027663921189564,0.0037048318180686,0.0049831149508295,0.0021861496466461,
9,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillus mesonae,1193713,0.0041844756397951,0.0082478270196939,0.0130334508680029,0.0026729146660284,0.0091903597713906,0.005073207176907,0.0016191913391816,0.0045920396375009,0.0020353063498956,0.0093744133992693,0.0072410816392677,0.0029946064899257,0.0048420669294923,0.0044771414592606,0.0118741644120603,0.002070999754945,0.004995098275492,0.0076666086296661,0.0022824239545414,0.0043651610120374,0.0192751222468023,0.0047139263742808,0.0086524748151675,0.0010877141521018,0.0074228058242751,0.0195314737120752,0.0008159257646277,0.0068214375963996,0.0076707407315966,0.0018237411572377,0.0060944400528984,0.0029062802867887,0.0077950312510627,0.0067885709495724,0.0023826061956026,0.0079691651914403,0.0059978038400666,0.0020780922816091,0.0016843529525427,0.003509617529361,0.0024386214851493,0.006896322241365,0.0019748681264607,0.0013681224180553,0.0047995023465784,0.0080893688403081,0.0022530765098093,0.0066730174899241,0.0037749318175457,0.004339061508595,0.0037865481563644,0.0050231399272166,0.0061276122350287,0.0079865699763438,0.0090591644701808,0.0119304023981355,0.0150232052916354,0.0140849012916207,0.0059594548436848,0.0059933893212552,0.0045105656209136,0.0034977584344758,0.0056052452494543,0.0095017256449518,0.0065877169961437,0.0120381390382044,0.0014578493226591,0.0082452280358529,0.0029798726377784,0.0151966580676947,0.0065686204918502,0.0083971513582932,0.007217028445881,0.0033879578556148,0.0072540276943827,0.0252910235230713,0.0058745911337608,0.0075505536919899,0.0075632177907973,0.0077476510278211,0.0018181837070304,0.0342862352206384,0.0051382042836354,0.0065644114711521,0.0047208886641482,0.0057637431157661,0.0034662554210192,0.0087870132347375,0.0062693936350249,0.0043847408293518,0.0136926061401676,0.0080329999033511,
